,Title,Year,Authors,Venue,URL,Group,Abstract,Keywords
564,Learning to predict target location with turbulent odor plumes,2021,"Rigolli N., Magnoli N., Rosasco L., Seminara A.",ArXiv Preprint,https://arxiv.org/pdf/2106.08988,PiMLB,"Animal behavior and neural recordings show that the brain is able to measure both the intensity of an odor and the timing of odor encounters. However, whether intensity or timing of odor detections is more informative for olfactory-driven behavior is not understood. To tackle this question, we consider the problem of locating a target using the odor it releases. We ask whether the position of a target is best predicted by measures of timing intensity of its odor, sampled for a short period of time. To answer this question, we feed data from accurate numerical simulations of odor transport to machine learning algorithms that learn how to connect odor to target location. We find that both intensity and timing can separately predict target location even from a distance of several meters; however their efficacy varies with the dilution of the odor in space. Thus organisms that use olfaction from different ranges may have to switch among different modalities. This has implications on how the brain should represent odors as the target is approached. We demonstrate simple strategies to improve accuracy and robustness of the prediction by modifying odor sampling and appropriately combining distinct measures together. To test the predictions, animal behavior and odor representation should be monitored as the animal moves relative to the target, or in virtual conditions that mimic concentrated dilute environments.",
565,Attributed Graphettes-Based Preterm Infants Motion Analysis,2022,"Garbarino D., Moro M., Tacchino C., Moretti P., Casadio M., Odone F., Barla A.",Complex Networks & Their Applications X ,https://link.springer.com/chapter/10.1007/978-3-030-93409-5_8,"LCSL, MLV","The study of preterm infants neuro-motor status can be performed by analyzing infants spontaneous movements. Nowadays, available automatic methods for assessing infants motion patterns are still limited. We present a novel pipeline for the characterization of infants spontaneous movements, which given RGB videos leverages on network analysis and NLP. First, we describe a body configuration for each frame considering landmark points on infants bodies as nodes of a network and connecting them depending on their proximity. Each configuration can be described by means of attributed graphettes. We identify each attributed graphette by a string, thus allowing to study videos as texts, ie sequences of strings. This allows us exploiting NLP methods as topic modelling to obtain interpretable representations. We analyze topics to describe both global and local differences in infants with normal and abnormal …","Temporal networks, Attributed graphettes, Preterm infants motion, Markerless human motion analysis, Deep learning, Natural language processing, Latent dirichlet allocation "
566,HHP-Net: A light Heteroscedastic neural network for Head Pose estimation with uncertainty,2022,"Cantarini G., Tomenotti F.F., Noceti N., Odone F.",WACV 2022,https://openaccess.thecvf.com/content/WACV2022/supplemental/Cantarini_HHP-Net_A_Light_WACV_2022_supplemental.pdf,MLV,"In this paper we introduce a novel method to estimate the head pose of people in single images starting from a small set of head keypoints. To this purpose, we propose a regression model that exploits keypoints computed automatically by 2D pose estimation algorithms and outputs the head pose represented by yaw, pitch, and roll. Our model is simple to implement and more efficient with respect to the state of the art--faster in inference and smaller in terms of memory occupancy--with comparable accuracy. Our method also provides a measure of the heteroscedastic uncertainties associated with the three angles, through an appropriately designed loss function; we show there is a correlation between error and uncertainty values, thus this extra source of information may be used in subsequent computational steps. As an example application, we address social interaction analysis in images: we propose an algorithm for a quantitative estimation of the level of interaction between people, starting from their head poses and reasoning on their mutual positions.","Head Pose estimation, Heteroscedastic neural network, "
567,Continuous wavelet frames on the sphere: The group-theoretic approach revisited,2022,"Dahlke S., De Mari F., De Vito E., Hansen M., Hasannasab M., Quellmalz M., Steidl G., Teschke G.",Applied and Computational Harmonic Analysis,https://doi.org/10.1016/j.acha.2021.08.003,CHarML,"In [3], Antoine and Vandergheynst propose a group-theoretic approach to continuous wavelet frames on the sphere. The frame is constructed from a single so-called admissible function by applying the unitary operators associated to a representation of the Lorentz group, which is square-integrable modulo the nilpotent factor of the Iwasawa decomposition. We prove necessary and sufficient conditions for functions on the sphere, which ensure that the corresponding system is a frame. We strengthen a similar result in [3] by providing a complete and detailed proof.","Continuous wavelets on the sphere, Group-theoretic approach, Unitary representations, Frames"
568,Neural networks for classification of strokes in electrical impedance tomography on a 3d head model,2022,"Candiani V., Santacesaria M.",Mathematics In Engineering,https://doi.org/10.3934/MINE.2022029,CHarML,"We consider the problem of the detection of brain hemorrhages from three-dimensional (3D) electrical impedance tomography (EIT) measurements. This is a condition requiring urgent treatment for which EIT might provide a portable and quick diagnosis. We employ two neural network architectures - a fully connected and a convolutional one - for the classification of hemorrhagic and ischemic strokes. The networks are trained on a dataset with $ 40\, 000 $ samples of synthetic electrode measurements generated with the complete electrode model on realistic heads with a 3-layer structure. We consider changes in head anatomy and layers, electrode position, measurement noise and conductivity values. We then test the networks on several datasets of unseen EIT data, with more complex stroke modeling (different shapes and volumes), higher levels of noise and different amounts of electrode misplacement. On most test datasets we achieve $ \geq 90\% $ average accuracy with fully connected neural networks, while the convolutional ones display an average accuracy $ \geq 80\% $. Despite the use of simple neural network architectures, the results obtained are very promising and motivate the applications of EIT-based classification methods on real phantoms and ultimately on human patients.","electrical impedance tomography, classification of brain strokes, fully connected neural networks, convolutional neural networks, computational head model"
569,Convergence of an Asynchronous Block-Coordinate Forward-Backward Algorithm for Convex Composite Optimization,2022,"Traoré C., Salzo S., Villa S.",ArXiv Preprint,https://arxiv.org/abs/2201.05498,LCSL,"In this paper, we study the convergence properties of a randomized block-coordinate descent algorithm for the minimization of a composite convex objective function, where the block-coordinates are updated asynchronously and randomly according to an arbitrary probability distribution. We prove that the iterates generated by the algorithm form a stochastic quasi-Fejér sequence and thus converge almost surely to a minimizer of the objective function. Moreover, we prove a general sublinear rate of convergence in expectation for the function values and a linear rate of convergence in expectation under an error bound condition of Tseng type.","Optimization, Distributed, Parallel, and Cluster Computing,"
570,ADHERENT: Learning Human-like Trajectory Generators for Whole-body Control of Humanoid Robots,2022,"Viceconte P.M., Camoriano R., Romualdi G., Ferigo D., Dafarra S., Traversaro S., Oriolo G., Rosasco L., Pucci D.",IEEE Robotics and Automation Letters,https://ieeexplore.ieee.org/abstract/document/9676410,LCSL,"Human-like trajectory generation and footstep planning represent challenging problems in humanoid robotics. Recently, research in computer graphics investigated machine-learning methods for character animation based on training human-like models directly on motion capture data. Such methods proved effective in virtual environments, mainly focusing on trajectory visualization. This paper presents ADHERENT, a system architecture integrating machine-learning methods used in computer graphics with whole-body control methods employed in robotics to generate and stabilize human-like trajectories for humanoid robots. Leveraging human motion capture locomotion data, ADHERENT yields a general footstep planner, including forward, sideways, and backward walking trajectories that blend smoothly from one to another. Furthermore, at the joint configuration level, ADHERENT computes data-driven whole-body postural reference trajectories coherent with the generated footsteps, thus increasing the human likeness of the resulting robot motion. Extensive validations of the proposed architecture are presented with both simulations and real experiments on the iCub humanoid robot, thus demonstrating ADHERENT to be robust to varying step sizes and walking speeds.","Trajectory, Robots, Humanoid robots, Legged locomotion, Computer architecture, Robot kinematics, Generators, Humanoid Robot Systems, Machine Learning for Robot Control, Whole-Body Motion Planning and Control"
571,Fast approximation of orthogonal matrices and application to PCA,2022,"Rusu C., Rosasco L.",Signal Processing,https://arxiv.org/pdf/1907.08697,LCSL,"Orthogonal projections are a standard technique of dimensionality reduction in machine learning applications. We study the problem of approximating orthogonal matrices so that their application is numerically fast and yet accurate. We find an approximation by solving an optimization problem over a set of structured matrices, that we call extended orthogonal Givens transformations, including Givens rotations as a special case. We propose an efficient greedy algorithm to solve such a problem and show that it strikes a balance between approximation accuracy and speed of computation. The approach is relevant to spectral methods and we illustrate its application to PCA.",
572,An elementary analysis of ridge regression with random design,2022,"Mourtada J., Rosasco L.",ArXiv Preprint,https://arxiv.org/pdf/2203.08564,LCSL,"In this short note, we present an elementary analysis of the prediction error of ridge regression with random design. The proof is short and self-contained. In particular, it avoids matrix concentration or control of empirical processes, by using a simple combination of exchangeability arguments, matrix identities and operator convexity.",
573,Multiclass learning with margin: exponential rates with no bias-variance trade-off,2022,"Vigogna S., Meanti G., De Vito E., Rosasco L.",ArXiv Preprint,https://arxiv.org/pdf/2202.01773,LCSL,We study the behavior of error bounds for multiclass classification under suitable margin conditions. For a wide variety of methods we prove that the classification error under a hard-margin condition decreases exponentially fast without any bias-variance trade-off. Different convergence rates can be obtained in correspondence of different margin assumptions. With a self-contained and instructive analysis we are able to generalize known results from the binary to the multiclass setting.,
574,Iterative regularization for low complexity regularizers,2022,"Molinari C., Massias M., Rosasco L., Villa S.",ArXiv Preprint,https://arxiv.org/pdf/2202.00420,LCSL,"Iterative regularization exploits the implicit bias of an optimization algorithm to regularize ill-posed problems. Constructing algorithms with such built-in regularization mechanisms is a classic challenge in inverse problems but also in modern machine learning, where it provides both a new perspective on algorithms analysis, and significant speed-ups compared to explicit regularization. In this work, we propose and study the first iterative regularization procedure able to handle biases described by non smooth and non strongly convex functionals, prominent in low-complexity regularization. Our approach is based on a primal-dual algorithm of which we analyze convergence and stability properties, even in the case where the original problem is unfeasible. The general results are illustrated considering the special case of sparse recovery with the  penalty. Our theoretical results are complemented by experiments showing the computational benefits of our approach.",
575,"Nystr\"" om Kernel Mean Embeddings",2022,"Chatalic A., Schreuder N., Rudi A., Rosasco L.",ArXiv Preprint,https://arxiv.org/pdf/2201.13055,LCSL,"Kernel mean embeddings are a powerful tool to represent probability distributions over arbitrary spaces as single points in a Hilbert space. Yet, the cost of computing and storing such embeddings prohibits their direct use in large-scale settings. We propose an efficient approximation procedure based on the Nystr\""om method, which exploits a small random subset of the dataset. Our main result is an upper bound on the approximation error of this procedure. It yields sufficient conditions on the subsample size to obtain the standard  rate while reducing computational costs. We discuss applications of this result for the approximation of the maximum mean discrepancy and quadrature rules, and illustrate our theoretical findings with numerical experiments.",
576,Scaling Gaussian Process Optimization by Evaluating a Few Unique Candidates Multiple Times,2022,"Calandriello D., Carratino L., Lazaric A., Valko M., Rosasco L.",ArXiv Preprint,https://arxiv.org/pdf/2201.12909,LCSL,"Computing a Gaussian process (GP) posterior has a computational cost cubical in the number of historical points. A reformulation of the same GP posterior highlights that this complexity mainly depends on how many \emph{unique} historical points are considered. This can have important implication in active learning settings, where the set of historical points is constructed sequentially by the learner. We show that sequential black-box optimization based on GPs (GP-Opt) can be made efficient by sticking to a candidate solution for multiple evaluation steps and switch only when necessary. Limiting the number of switches also limits the number of unique points in the history of the GP. Thus, the efficient GP reformulation can be used to exactly and cheaply compute the posteriors required to run the GP-Opt algorithms. This approach is especially useful in real-world applications of GP-Opt with high switch costs (e.g. switching chemicals in wet labs, data/model loading in hyperparameter optimization). As examples of this meta-approach, we modify two well-established GP-Opt algorithms, GP-UCB and GP-EI, to switch candidates as infrequently as possible adapting rules from batched GP-Opt. These versions preserve all the theoretical no-regret guarantees while improving practical aspects of the algorithms such as runtime, memory complexity, and the ability of batching candidates and evaluating them in parallel.",
577,Efficient Hyperparameter Tuning for Large Scale Kernel Ridge Regression,2022,"Meanti G., Carratino L., De Vito E., Rosasco L.",ArXiv Preprint,https://arxiv.org/pdf/2201.06314,LCSL,"Kernel methods provide a principled approach to nonparametric learning. While their basic implementations scale poorly to large problems, recent advances showed that approximate solvers can efficiently handle massive datasets. A shortcoming of these solutions is that hyperparameter tuning is not taken care of, and left for the user to perform. Hyperparameters are crucial in practice and the lack of automated tuning greatly hinders efficiency and usability. In this paper, we work to fill in this gap focusing on kernel ridge regression based on the Nystr\""om approximation. After reviewing and contrasting a number of hyperparameter tuning strategies, we propose a complexity regularization criterion based on a data dependent penalty, and discuss its efficient optimization. Then, we proceed to a careful and extensive empirical evaluation highlighting strengths and weaknesses of the different tuning strategies. Our analysis shows the benefit of the proposed approach, that we hence incorporate in a library for large scale kernel methods to derive adaptively tuned solutions.",
578,Cross-view action recognition with small-scale datasets,2022,"Goyal G., Noceti N., Odone F.",Image and Vision Computing,https://www.sciencedirect.com/science/article/pii/S0262885622000324,MLV,"Cross-view action recognition refers to the task of recognizing actions observed from view-points that are unfamiliar to the system. To address the complexity of the problem, state of the art methods often rely on large-scale datasets, where the variability of viewpoints is appropriately represented. However, this comes to a significant price, in terms of computational power, time, costs, energy for both gathering data annotation and training the model. We propose a methodological pipeline that tackles the same challenges with specific focus on small-scale datasets and attention to the amount of resources required. The core idea of our method is to transfer knowledge from an intermediate, pre-trained representation, under the hypothesis that it already may implicitly incorporate relevant cues for the task. We rely on an effective domain adaptation strategy coupled with the design of a robust classifier that promotes view …",
579,Time-to-Label: Temporal Consistency for Self-Supervised Monocular 3D Object Detection,2022,"Mouawad I., Brasch N., Manhardt F., Tombari F., Odone F.",ArXiv Preprint,https://arxiv.org/pdf/2203.02193,MLV,"Monocular 3D object detection continues to attract attention due to the cost benefits and wider availability of RGB cameras. Despite the recent advances and the ability to acquire data at scale, annotation cost and complexity still limit the size of 3D object detection datasets in the supervised settings. Self-supervised methods, on the other hand, aim at training deep networks relying on pretext tasks or various consistency constraints. Moreover, other 3D perception tasks (such as depth estimation) have shown the benefits of temporal priors as a self-supervision signal. In this work, we argue that the temporal consistency on the level of object poses, provides an important supervision signal given the strong prior on physical motion. Specifically, we propose a self-supervised loss which uses this consistency, in addition to render-and-compare losses, to refine noisy pose predictions and derive high-quality pseudo labels. To assess the effectiveness of the proposed method, we finetune a synthetically trained monocular 3D object detection model using the pseudo-labels that we generated on real data. Evaluation on the standard KITTI3D benchmark demonstrates that our method reaches competitive performance compared to other monocular self-supervised and supervised methods.",
580,Markerless vs. Marker-Based Gait Analysis: A Proof of Concept Study,2022,"Moro M., Marchesi G., Hesse F., Odone F., Casadio M.",ArXiv Preprint,https://www.mdpi.com/1424-8220/22/5/2011/pdf,MLV,"The analysis of human gait is an important tool in medicine and rehabilitation to evaluate the effects and the progression of neurological diseases resulting in neuromotor disorders. In these fields, the gold standard techniques adopted to perform gait analysis rely on motion capture systems and markers. However, these systems present drawbacks: they are expensive, time consuming and they can affect the naturalness of the motion. For these reasons, in the last few years, considerable effort has been spent to study and implement markerless systems based on videography for gait analysis. Unfortunately, only few studies quantitatively compare the differences between markerless and marker-based systems in 3D settings. This work presented a new RGB video-based markerless system leveraging computer vision and deep learning to perform 3D gait analysis. These results were compared with those obtained by a marker-based motion capture system. To this end, we acquired simultaneously with the two systems a multimodal dataset of 16 people repeatedly walking in an indoor environment. With the two methods we obtained similar spatio-temporal parameters. The joint angles were comparable, except for a slight underestimation of the maximum flexion for ankle and knee angles. Taking together these results highlighted the possibility to adopt markerless technique for gait analysis.",
581,Grand-Canonical Optimal Transport,2022,"Di Marino S., Lewin M., Nenna L.",ArXiv Preprint,https://arxiv.org/pdf/2201.06859,LCSL,"We study a generalization of the multi-marginal optimal transport problem, which has no fixed number of marginals  and is inspired of statistical mechanics. It consists in optimizing a linear combination of the costs for all the possible 's, while fixing a certain linear combination of the corresponding marginals.",
582,Phenotype to genotype mapping using supervised and unsupervised learning,2022,"Pastore V.P., Oke A., Capponi S., Elnatan D., Fung J., Bianco S.",bioRxiv,https://www.biorxiv.org/content/10.1101/2022.03.17.484826v1.full.pdf,MLV,"The relationship between the genotype, the genetic instructions encoded into a genome, and phenotype, the macroscopic realization of such instructions, remains mostly uncharted. In addition, tools able to uncover the connection between the phenotype with a specific set of responsible genes are still under definition. In this work, we focus on yeast organelles called vacuoles, which are cell membrane compartments that vary size and shape in response to various stimuli, and we develop a framework relating changes of cellular morphology to genetic modification. The method is a combination of convolutional neural network (CNN) and an unsupervised learning pipeline, which employs a deep-learning based segmentation, classification, and anomaly detection algorithm. From the live 3D fluorescence vacuole images, we observe that different genetic mutations generate distinct vacuole phenotypes and that the same mutation might correspond to more than one vacuole morphology. We trained a Unet architecture to segment our cellular images and obtain precise, quantitative information in 2D depth-encoded images. We then used an unsupervised learning approach to cluster the vacuole types and to establish a correlation between genotype and vacuole morphology. Using this procedure, we obtained 4 phenotypic groups. We extracted a set of 131 morphological features from the segmented vacuoles images, reduced to 50 after a tree-based feature selection. We obtained a purity of 85% adopting a Fuzzy K-Means based algorithm on a random subset of 880 images, containing all the detected phenotypic groups. Finally, we trained a CNN on …",
583,Synthesis and Execution of Communicative Robotic Movements with Generative Adversarial Networks,2022,"Lastrico L., Garello L., Sciutti A., Noceti N., Mastrogiovanni F., Rea F.",ArXiv Preprint,https://arxiv.org/abs/2203.15640,MLV,"Object manipulation is a natural activity we perform every day. How humans handle objects can communicate not only the willfulness of the acting, or key aspects of the context where we operate, but also the properties of the objects involved, without any need for explicit verbal description. Since human intelligence comprises the ability to read the context, allowing robots to perform actions that intuitively convey this kind of information would greatly facilitate collaboration. In this work, we focus on how to transfer on two different robotic platforms the same kinematics modulation that humans adopt when manipulating delicate objects, aiming to endow robots with the capability to show carefulness in their movements. We choose to modulate the velocity profile adopted by the robots' end-effector, inspired by what humans do when transporting objects with different characteristics. We exploit a novel Generative Adversarial Network architecture, trained with human kinematics examples, to generalize over them and generate new and meaningful velocity profiles, either associated with careful or not careful attitudes. This approach would allow next generation robots to select the most appropriate style of movement, depending on the perceived context, and autonomously generate their motor action execution.",
584,Semantic learning in a federated learning system,2022,"Pastore V.P., Zhou Y., Angel N.B., Anwar A., Bianco S.","US Patent App. 17/022,140",https://patentimages.storage.googleapis.com/9c/f1/85/eb9222d636e0ed/US20220083904A1.pdf,MLV,"A method, a computer system, and a computer program product are provided for federated learning enhanced with semantic learning. An aggregator may receive cluster information from distributed computing devices. The cluster information may relate to identified clusters in sample data of the distributed computing devices. The aggregator may integrate the cluster information to define classes. The integrating may include identifying any redundant clusters amongst the identified clusters. A number of the classes may correspond to a total number of the clusters from the distributed computing devices reduced by any redundant clusters. A deep learning model may be sent from the aggregator to the distributed computing devices. The deep learning model may include an output layer having nodes that may correspond to the defined classes. The aggregator may receive results of federated learning performed by the …",
585,"Optimal Transport losses and Sinkhorn algorithm with general convex regularization
",2022,"Di Marino A., Gerolin A.",ArXiv Preprint,https://arxiv.org/pdf/2007.00976,LCSL,"We introduce a new class of convex-regularized Optimal Transport losses, which generalizes the classical Entropy-regularization of Optimal Transport and Sinkhorn divergences, and propose a generalized Sinkhorn algorithm. Our framework unifies many regularizations and numerical methods previously appeared in the literature. We show the existence of the maximizer for the dual problem, complementary slackness conditions, providing a complete characterization of solutions for such class of variational problems. As a consequence, we study structural properties of these losses, including continuity, differentiability and provide explicit formulas for the its gradient. Finally, we provide theoretical guarantees of convergences and stability of the generalized Sinkhorn algorithm, even in the continuous setting. The techniques developed here are directly applicable also to study Wasserstein barycenters or, more generally, multi-marginal problems.
",
586,Physics Informed Shallow Machine Learning for Wind Speed Prediction,2022,"Lagomarsino-Oneto D., Meanti G., Pagliana N., Verri A., Mazzino A., Rosasco L., Seminara A.",ArXiv Preprint,https://arxiv.org/pdf/2204.00495.pdf,PiMLB,"The ability to predict wind is crucial for both energy production and weather forecasting. Mechanistic models that form the basis of traditional forecasting perform poorly near the ground. In this paper, we take an alternative data-driven approach based on supervised learning. We analyze a massive dataset of wind measured from anemometers located at 10 m height in 32 locations in two central and north west regions of Italy (Abruzzo and Liguria). We train supervised learning algorithms using the past history of wind to predict its value at a future time (horizon). Using data from a single location and time horizon we compare systematically several algorithms where we vary the input/output variables, the memory of the input and the linear vs non-linear learning model. We then compare performance of the best algorithms across all locations and forecasting horizons. We find that the optimal design as well as its performance vary with the location. We demonstrate that the presence of a reproducible diurnal cycle provides a rationale to understand this variation. We conclude with a systematic comparison with state of the art algorithms and show that, when the model is accurately designed, shallow algorithms are competitive with more complex deep architectures.",
587,"AI-based component management system for structured content creation, annotation, and publication.",2022,"Barla A., Cuneo M., Nunzi S.R., Paniati G., Vian A.",5th International Conference on Intelligent Human Systems Integration (IHSI 2022): Integrating People and Intelligent Systems,http://doi.org/10.54941/ahfe1001009,LCSL,"Nowadays, the ever changing and growing amount of information, regulations, and data requires large organizations to describe on the web increasingly complex and interdependent business processes and services, ideally creating user-profiled content that is clear and up to date. To successfully achieve this goal, as off-the-shelf solutions are missing, institutions have to embark in a digital transformation process fully endorsed by governance, led by a multidisciplinary team of experts, and strongly integrated with artificial intelligence (AI) tools. In this paper we describe how a content service platform, that integrates human processes and state-of-the-art AI services, was successfully employed in our institution (UniGe) to manage, and support a system of about 200 websites. Following a single-sourcing paradigm, its advent allowed for the decoupling of content and technology, preparing UniGe for the future needs of the semantic web.","Component Content Management, Complexity Management, Ux Design, Single-Sourcing Authoring, Artificial Intelligence, Machine Learning"
588,Fast iterative regularization by reusing data,2022,"Vega C., Molinari C., Rosasco L., Villa S.",ArXiv Preprint,https://arxiv.org/abs/2204.10131,LCSL,"Discrete inverse problems correspond to solving a system of equations in a stable way with respect to noise in the data. A typical approach to enforce uniqueness and select a meaningful solution is to introduce a regularizer. While for most applications the regularizer is convex, in many cases it is not smooth nor strongly convex. In this paper, we propose and study two new iterative regularization methods, based on a primal-dual algorithm, to solve inverse problems efficiently. Our analysis, in the noise free case, provides convergence rates for the Lagrangian and the feasibility gap. In the noisy case, it provides stability bounds and early-stopping rules with theoretical guarantees. The main novelty of our work is the exploitation of some a priori knowledge about the solution set, i.e. redundant information. More precisely we show that the linear systems can be used more than once along the iteration. Despite the simplicity of the idea, we show that this procedure brings surprising advantages in the numerical applications. We discuss various approaches to take advantage of redundant information, that are at the same time consistent with our assumptions and flexible in the implementation. Finally, we illustrate our theoretical findings with numerical simulations for robust sparse recovery and image reconstruction through total variation. We confirm the efficiency of the proposed procedures, comparing the results with state-of-the-art methods.",
589,Volatile organic compound detection and classification,2022,"Pastore V.P., Bianco S., Megiddo N., Fasoli A., Adebiyi A., Abdi M., Mannari A., Bozano L.D.","US Patent App. 17/079,684",https://patentimages.storage.googleapis.com/b0/2e/56/204750e088d332/US20220130491A1.pdf,MLV,"Volatile organic compounds classification by receiving test data associated with detecting volatile organic compounds (VOCs), analyzing the test data according to a set of data features associated with known VOCs, determining a match between each feature of the test data and a corresponding feature of the set of data features, yielding a set of matches, defining a first degree of anomaly for the test data according to the set of matches, and classifying the test data according to the first degree of anomaly.",
590,Continuous Generative Neural Networks,2022,"Alberti G.S., Santacesaria M., Sciutto S.",ArXiv Preprint,https://arxiv.org/abs/2205.14627,CHarML,"In this work, we present and study Continuous Generative Neural Networks (CGNNs), namely, generative models in the continuous setting. The architecture is inspired by DCGAN, with one fully connected layer, several convolutional layers and nonlinear activation functions. In the continuous L2 setting, the dimensions of the spaces of each layer are replaced by the scales of a multiresolution analysis of a compactly supported wavelet. We present conditions on the convolutional filters and on the nonlinearity that guarantee that a CGNN is injective. This theory finds applications to inverse problems, and allows for deriving Lipschitz stability estimates for (possibly nonlinear) infinite-dimensional inverse problems with s belonging to the manifold generated by a CGNN. Several numerical simulations, including image deblurring, illustrate and validate this approach.",
591,Harmonic Bergman spaces and Bergman projectors on homogeneous trees,2022,"De Mari F., Monti M., Vallarino M.",ArXiv Preprint,https://arxiv.org/pdf/2205.13859.pdf,CHarML,"In this paper we investigate some properties of the harmonic Bergman spaces Appσq on a q-homogeneous tree, where q ě 2, 1 ď p ă 8, and σ is a suitable reference measure on the tree. Such spaces were introduced by J. Cohen, F. Colonna, M. Picardello and D. Singman. When p “ 2 these are reproducing kernel spaces and we compute explicitely their reproducing kernel. We then study the boundedness properties of the Bergman projector on Lppσq.",
592,Learning Dynamical Systems via Koopman Operator Regression in Reproducing Kernel Hilbert Spaces,2022,"Kostic V., Novelli P., Maurer A., Ciliberto C., Rosasco L., Pontil M.",ArXiv Preprint,https://arxiv.org/pdf/2205.14027.pdf,LCSL,"We study a class of dynamical systems modelled as Markov chains that admit an invariant distribution via the corresponding transfer, or Koopman, operator. While data-driven algorithms to reconstruct such operators are well known, their relation- ship with statistical learning is largely unexplored. We formalize a framework to learn the Koopman operator from finite data trajectories of the dynamical system. We consider the restriction of this operator to a reproducing kernel Hilbert space and introduce a notion of risk, from which different estimators naturally arise. We link the risk with the estimation of the spectral decomposition of the Koopman operator. These observations motivate a reduced-rank operator regression (RRR) estimator. We derive learning bounds for the proposed estimator, holding both in i.i.d. and non i.i.d. settings, the latter in terms of mixing coefficients. Our results suggest RRR might be beneficial over other widely used estimators as confirmed in numerical experiments both for forecasting and mode decomposition.",
593,AdaTask: Adaptive Multitask Online Learning,2022,"Laforgue P., Della Vecchia A., Cesa-Bianchi N., Rosasco L.",ArXiv Preprint,https://arxiv.org/pdf/2205.15802.pdf,LCSL,"We introduce and analyze AdaTask, a multitask online learning algorithm that adapts to the  structure of the tasks. When the  tasks are stochastically activated, we show that the regret of AdaTask is better, by a factor that can be as large as , than the regret achieved by running  independent algorithms, one for each task. AdaTask can be seen as a comparator-adaptive version of Follow-the-Regularized-Leader with a Mahalanobis norm potential. Through a variational formulation of this potential, our analysis reveals how AdaTask jointly learns the tasks and their structure. Experiments supporting our findings are presented.",
594,Exploring the Use of Efficient Projection Kernels for Motion Saliency Estimation,2022,"Nicora E., Noceti N.","Image Analysis and Processing – ICIAP 2022: 21st International Conference, Lecce, Italy, May 23–27, 2022, Proceedings, Part IIIMay 2022  Pages 158–169",https://dl.acm.org/doi/abs/10.1007/978-3-031-06433-3_14,MLV,"In this paper we investigate the potential of a family of efficient filters – the Gray-Code Kernels – for addressing visual saliency estimation guided by motion. Our implementation relies on the use of 3D kernels applied to overlapping blocks of frames and is able to gather meaningful spatio-temporal information with a very light computation. We introduce an attention module that reasons on the use of pooling strategies, combined in an unsupervised way to derive a saliency map highlighting the presence of motion in the scene. In the experiments we show that our method is able to effectively and efficiently identify the portion of the image where the motion is occurring, providing tolerance to a variety of scene conditions.",
595,An Anomaly Detection Approach for Plankton Species Discovery,2022,"Pastore V.P., Megiddo N., Bianco S.","Image Analysis and Processing – ICIAP 2022: 21st International Conference, Lecce, Italy, May 23–27, 2022, Proceedings, Part IIMay 2022 Pages 599–609",https://dl.acm.org/doi/abs/10.1007/978-3-031-06430-2_50,MLV,"Plankton is one of the most abundant and diverse class of microscopic organisms inhabiting the Earth. Their enormous intra- and inter-species genetic and phenotypic diversity, coupled with the limited amount of large survey data, makes it hard to obtain a complete representation of this important class of organisms. Hence, the classification accuracy of novel supervised machine learning algorithms is bound to be limited by the incompleteness of the training data. In this work we introduce an efficient pipeline centered around a novel anomaly detection algorithm to discover and classify new plankton species, in situ, with the aim of automatically populating a plankton database in an unsupervised fashion. Our pipeline utilizes the concept of anomaly detection to separate a novel species from the ones contained in an initial existing database. Our results show that the implemented algorithm outperforms four state-of-the-art methods for outlier detection on the plankton dataset used in our analysis. Finally, using a leave-one-out approach, we prove that our pipeline is able to identify  plankton species with high-accuracy.",
596,FasterVideo: Efficient Online Joint Object Detection And Tracking,2022,"Mouawad I., Odone F.",ArXiv Preprint,https://arxiv.org/pdf/2204.07394.pdf,MLV,"Object detection and tracking in videos represent essential and computationally demanding building blocks for current and future visual perception systems. In order to reduce the efficiency gap be- tween available methods and computational requirements of real-world applications, we propose to re-think one of the most successful meth- ods for image object detection, Faster R-CNN, and extend it to the video domain. Specifically, we extend the detection framework to learn instance-level embeddings which prove beneficial for data association and re-identification purposes. Focusing on the computational aspects of de- tection and tracking, our proposed method reaches a very high computa- tional efficiency necessary for relevant applications, while still managing to compete with recent and state-of-the-art methods as shown in the experiments we conduct on standard object tracking benchmarks.","Multiple-Object Tracking, Joint Detection and Tracking"
597,Localized adversarial artifacts for compressed sensing MRI,2022,"Alaifari R., Alberti G.S., Gauksson T.",ArXiv Preprint,https://arxiv.org/abs/2206.05289,CHarML,"As interest in deep neural networks (DNNs) for image reconstruction tasks grows, their reliability has been called into question (Antun et al., 2020; Gottschling et al., 2020). However, recent work has shown that compared to total variation (TV) minimization, they show similar robustness to adversarial noise in terms of ℓ2-reconstruction error (Genzel et al., 2022). We consider a different notion of robustness, using the ℓ∞-norm, and argue that localized reconstruction artifacts are a more relevant defect than the ℓ2-error. We create adversarial perturbations to undersampled MRI measurements which induce severe localized artifacts in the TV-regularized reconstruction. The same attack method is not as effective against DNN based reconstruction. Finally, we show that this phenomenon is inherent to reconstruction methods for which exact recovery can be guaranteed, as with compressed sensing reconstructions with ℓ1- or TV-minimization.",
